Cell_Line,CH,CH,CH,CH,CH,CH,43,43,43,43,43,43,Io,Io,Io,Io,Io,Io,LN,LN,LN,LN,LN,LN
Plate_Layout,A,A,A,B,B,B,A,A,A,B,B,B,A,A,A,B,B,B,B,B,B,A,A,A
Replicate,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3
D17,1.0069571028849493,1.022599705105645,1.011531471323916,0.6528545324714561,0.5636848888410458,0.6413735795502332,0.9686605027707007,0.9673827318943631,0.899844034622292,0.7882106170454467,0.826530636619284,0.878520779523292,1.0549536379717752,1.066417859445441,1.1098212322216907,0.6585327649697332,0.739010018823301,0.6833765344985508,0.644149438353789,0.6664407348113244,0.6728996056625933,1.0750162787435389,1.0676905705028508,1.0111249017365271
D18,1.0658435799461934,1.0411573712129123,1.038804303430639,0.7589832418911977,0.8136995331110266,0.7982415937555719,1.117756141274664,0.9636065355665734,1.020895317010154,0.761738992724368,0.7769255109367756,0.7743942620779815,1.0176884585675632,1.0216502502083558,1.0711645654162025,0.5190391925321356,0.5914663978470304,0.5470701939905241,0.6596747226022192,0.6450972559276912,0.6316761118086108,1.0673145595524236,1.0651667292164129,1.0179774036242315
D19,0.9919064897944332,0.9873860594932808,0.9533345365675483,0.8897717163338199,0.8378804174981698,0.8961920779590811,0.9793835449924069,1.0253763040867314,0.9395706206915073,0.7936285200752049,0.8771546181416534,0.933442597005697,0.9650678049230306,0.9239610335413463,0.9452913153931893,0.7768253732633963,0.7821178719246142,0.7869004296135144,0.7161617073260598,0.69623862736103,0.7042323113628458,1.0424771492213831,1.040719884755507,1.0186571036001806
D20,0.7661530494795612,0.7226451870847478,0.7154087371431161,0.7623671734847837,0.8141009854545852,0.7986350535857404,0.42782278417533637,0.3662655602621031,0.22604252150012227,0.708947945131684,0.7501654963944319,0.7726856153539948,0.6927704665139317,0.7270320281210725,0.7336160784195003,0.6463425590930325,0.660400414652296,0.6733927992244303,0.6816368004267234,0.6744227743594757,0.6677520133768939,0.9811626721571861,0.9687772972281995,0.9576441771200463
D21,0.14339957647858864,0.16256603927340885,0.18016564047594083,0.8628942995162815,0.8591709881319564,0.8304321148517628,0.019959074521654855,0.021318134115534397,0.020174861676347928,0.8705150382912203,0.8753532275101268,0.8235605114816974,0.1786945945988112,0.2152723261212201,0.19944086180800616,0.7671111689146074,0.787145652951888,0.6871910601384598,0.6903601109219295,0.6570132471245609,0.6775457107607431,0.16922646876899727,0.1464540849354536,0.1583049397238844
D22,0.010140708523651065,0.010123789417927439,0.020808800451472074,1.0103664236843364,1.0061962896480192,1.0058709982788072,0.013444139556535267,0.01544302130125541,0.012327556564042143,0.9818716867267542,1.0294456981527305,0.9413273647995086,0.016038651404992433,0.025251569169879196,0.023843746201298047,1.0089422059759676,1.0539837041993811,1.0017749688514594,1.0255466125285082,0.9951997911032876,1.0373632131980333,0.00581644654608933,0.006757011444145262,0.00830681852263447
E02,0.010809129001760322,0.009427146069475888,0.009367526997008989,0.015554525743107731,0.0215567743268415,0.023875693193460657,0.036047998587122536,0.02830062229464988,0.0362602529092439,0.038429629163278786,0.027611662093387262,0.03567971576797353,0.07006729048734099,0.05859151505181375,0.06482508413428476,0.033898380381268696,0.030994920847653512,0.024586313787617938,0.12596349933425885,0.15311586311195524,0.11452435289097311,0.367652682778602,0.33222601162605847,0.3102922893754563
E03,0.004073119834850907,0.004627651311617768,0.006774405295231751,0.012403162038629567,0.01620550761537819,0.014352950858150795,0.004711771907504494,0.0036557287148786437,0.004547846004520687,0.054651535048185915,0.057698006861272695,0.050560082174337925,0.04700045400078648,0.04109915677909209,0.04760143331411859,0.020159735264072234,0.022310571800544285,0.023066122309192708,0.1017432987296665,0.09028593987185678,0.10342393844826936,0.02550782342857664,0.02502372246923454,0.02082375500280441
E04,0.03620910716991201,0.02815594257963803,0.042066891776948986,0.011074497559732768,0.010084969479092326,0.00909305231820145,0.014438386659645887,0.013953392933912592,0.012779595135787348,0.007878108053333974,0.012286465062305789,0.010951199889179995,0.028796256472319978,0.02176447628866731,0.029498536858456097,0.008678690518089697,0.010316400236133222,0.010867244199585438,0.01856582330439948,0.013247303084767232,0.02931072361190898,0.030510981954704062,0.02715997384382667,0.03641985303082414
E05,0.8984319511361297,0.8948686854281953,0.9036334544523555,0.006199876718316548,0.006010784023895914,0.005637382205269339,0.9120385663218417,0.9266021282390977,0.8325663313041388,0.0009082000426825486,0.0010315648608994537,0.001519149618613888,0.6121256720816942,0.8427692688255024,0.9797052691367366,0.022801636682116735,0.01596223302305549,0.020752912816552633,0.04042063438140382,0.05165956667380961,0.06846324462210344,0.505769616663443,0.5378174672761034,0.5220304953743056
E06,0.8370092176859351,0.8758175933259144,0.8823922584661518,0.00850180129531271,0.007502364295664795,0.013518207351053172,0.9614849167699615,0.8796823096950944,0.8032429693743868,0.008596765475172326,0.011349563275955266,0.006138868335079322,0.6183329771013302,0.7921814576073137,0.9412325536328692,0.03331717950291087,0.041509756656499655,0.04302839028563903,0.1787474150911018,0.16878502080130195,0.169223867456211,0.4831150646146704,0.5046314126464114,0.5120095459064078
E07,0.023848005109721484,0.027559838342887267,0.023515809255016555,0.010104317903987307,0.009706416377947088,0.0065265058753717796,0.027215334081199027,0.03159031480106792,0.03702491628761663,0.055269425875898386,0.046111587168149275,0.05563555598736143,0.048693452411989004,0.04134153289359885,0.041847307510791576,0.03031252108748904,0.03695446589443957,0.022502163526642072,0.11680007968386957,0.12152094944698369,0.06845433721202264,0.14410753566181614,0.1410130764478081,0.14188113604467933
E08,0.6355851315656662,0.746040139247179,0.7769647156483113,0.028322365240989137,0.031362659289021454,0.030372490315541636,0.42087395628583296,0.3452763953972105,0.24311225840794007,0.11810574273381969,0.14722801302568495,0.14008019344750974,0.668873142786573,0.6690850853563095,0.7317593535855981,0.07844281670411767,0.0770060008466434,0.05678711165402838,0.5790148608388598,0.5926304043856885,0.4614973699917371,0.8845868333210648,0.9659650169375972,0.8989848626276362
E09,0.020926652125663577,0.026859435413110977,0.02073876656020193,0.00951670554511736,0.010100712708251487,0.008195268285828226,0.010583498768638046,0.011418939693052493,0.010213114459757327,0.047375416220380634,0.05233619439985999,0.056375729251760695,0.03704000876089863,0.03032606805265788,0.03028994965013975,0.0103758297029342,0.010574310107963947,0.010962859285892022,0.062354318066863916,0.06389880506248424,0.05830790638897349,0.10211583508852297,0.1297828021521483,0.12527956467945683
E10,0.2864545098904234,0.3399605279576656,0.2713754424187618,0.6776560400539703,0.6728584582492118,0.6895133535411514,0.04795716015990808,0.03919367452364822,0.03740936030657751,0.14004086711761232,0.1442918354740506,0.1457901014871612,0.08391443764378437,0.10577759337906474,0.11404657978899234,0.543758101695369,0.5576644151643125,0.5736717352108314,0.5293330047725816,0.5220567114346969,0.5251595205802847,0.5800231510514622,0.5371209526353655,0.5874481994500578
E11,0.09577544972405129,0.06176831046184034,0.05380190351741,0.009830465774209509,0.010546532333985859,0.010029964952469876,0.024422284653381695,0.02506421354009635,0.026729420966653403,0.005202095571549827,0.004866875926513072,0.005092295932668951,0.0924573545951424,0.09290308221373611,0.09832035710833471,0.010279320331989172,0.0112395411573557,0.009856792522328696,0.011104474544485335,0.024121072021461902,0.010344175326843098,0.48309223844363197,0.5156969817152616,0.4574501494937758
E12,0.01875750469785606,0.016936918583182872,0.025466282311107202,0.08889666736407545,0.05883674097573058,0.05917041670667083,0.037569894372147125,0.03724765923816149,0.028617843785065617,0.009872623298670545,0.010973322634126129,0.009824117872935663,0.022647323008873173,0.03095534594314095,0.0304477055033404,0.062221736100946355,0.11582069065237878,0.12103783280480158,0.15475042396843924,0.10328081022694131,0.0852056126099914,0.011331925799968225,0.015065201964662944,0.011070663631937466
E13,0.011898460114631594,0.011707458688051177,0.012189048655627128,0.1257043202041093,0.09954229116938763,0.10299734924425123,0.028793919394032554,0.031845150136072135,0.02635131393701606,0.015962936935057046,0.01861808559885967,0.021582779505096673,0.014186600810139728,0.01413825387590101,0.01366833472743934,0.13735213672896193,0.12944691340581382,0.12300544545757511,0.10643700765886831,0.11178854301743518,0.07069722307037025,0.04683253966092508,0.06632867952296122,0.05198618904806266
E14,1.0103517291666708,0.9851235729583405,0.9805885960750786,0.8997831446962996,0.8929860131631796,0.9096110145979186,0.9894154110481349,1.022628715838413,0.9471433229331268,0.7121055489938911,0.6812021097545653,0.6734567378854561,0.9439288089980346,0.9931080813004786,1.0128401696777871,0.6090695677077194,0.6672608851931259,0.6743833688941503,0.589932407301305,0.6234155338485096,0.609813764506274,1.023858602377702,1.0344070038234556,0.971555906213584
E15,1.0594428602763764,1.0644910016476394,1.0635415831397745,0.8282602619475241,0.85241356481605,0.7774440172445338,1.0882012739881193,1.0388385598295449,1.0713715493018523,0.6816199059501362,0.7296679896292642,0.6980074199279979,0.8944016669522818,0.9659905335721914,1.0736043405745397,0.3416227989448615,0.36234937012705076,0.309137856558258,0.6543176950359045,0.6533900459978612,0.668964311888892,1.017296500911024,1.0211740450784275,0.9910934597234385
E16,1.0613819272177158,1.055945890196418,0.9113934212051884,0.7772350046914134,0.7328881066344114,0.8331537264946957,1.0628305299271648,1.0140801486914537,0.9703599394847695,0.7871724695885916,0.786521037271046,0.7289889579949955,0.8334643987921888,0.8204272714406848,0.9329257001175782,0.723600455187214,0.5595881735198864,0.6813381668693688,0.6217914200348369,0.6127242162906944,0.5973166681628995,1.0004186609624588,0.968733867491777,0.9470529231752871
E17,0.5026557970649527,0.5420926294237337,0.5731506062163942,0.8473409093096242,0.939299050265059,0.8230786405416775,0.6940106423686629,0.686322524233351,0.6710406981068848,0.8488865876638292,0.8762472344943374,0.7477456213996587,0.6940845150916053,0.6653192590881214,0.7332653876339544,0.7293706432433829,0.8474481867537047,0.8205350562665572,0.9872200459016046,0.9579863747024082,0.9675994867041317,0.9624646564217417,1.002586937318599,0.9674374874244014
E18,0.03888854512521757,0.042479557301945844,0.03931169996881067,0.888989379973123,0.9354376305908525,0.9259566257377695,0.07687099970892108,0.0765988683325396,0.07119396272009533,0.8713192050302285,0.8881881357597539,0.7725726668363755,0.04591804518050945,0.055757090446359125,0.062284189546986495,0.5910201706883118,0.5896381138371126,0.6117287967700056,0.9636047982038679,0.9502601003292158,0.9259208241950199,0.1970388900587134,0.21643659832082612,0.20611962099056017
E19,0.9642343137039252,1.0383515456487804,0.9931555997277794,0.9354541047765523,0.9458417582610805,0.9398168460535362,1.001228636496936,0.9384264877832933,0.8513069210635943,0.8873911815231171,0.9093901467818057,0.8152215464574589,0.8571023286898362,0.7861326388544485,0.886482837282088,0.733443338697263,0.8290243705381,0.819220886631204,0.9908253128341171,0.9491870529502346,1.0260196264601233,0.939042468695084,0.862829226082097,0.8888054505617954
E20,0.44679987657399506,0.39970215160829475,0.35542349776968113,0.8881650713010782,0.8893056755465635,0.9157317423795623,0.18307883005896802,0.18066666909366985,0.1772223557516401,0.8580481821791394,0.9370397094206583,0.8876792220902582,0.3847045336769802,0.39661199621149346,0.42942086690086007,0.7952447228714266,0.8763317699826761,0.8313199875970688,0.9222282278079804,0.9140980704130215,0.9606704124022706,0.8284352979802643,0.8062837092600392,0.8555701326845598
E21,0.017150849232174716,0.015692657945467463,0.023227336980759964,0.7457819178662811,0.8527441726283924,0.8961717890543947,0.032666250216673916,0.03358498046869182,0.029572616843144276,0.020960583335672602,0.019661465321080523,0.018002071180567774,0.03155424529328295,0.03595633782543113,0.038670651407365766,0.019739383337289453,0.023700508198445595,0.01854612793391604,0.8510464874027487,0.8503175671578473,0.8641568426946926,0.015285080458327776,0.016803210850550903,0.019580185579352014
E22,0.0019913824381173053,0.0015954696091741022,0.00220779190256949,0.9984744981593373,0.9339498954353119,0.97543546743799,0.029286682212679487,0.0385820697196381,0.03358181875516483,0.9465951181107729,0.9182990044099991,0.8982651416671372,0.0038885150557632035,0.006345916052500629,0.004586279075481245,0.9933355683678129,0.8457553719806664,1.023667390963757,0.945916827031581,0.9414324527921935,0.9383065779123844,0.011167070120246217,0.012088216447250898,0.015525312705080651
F02,0.12124240896150092,0.10092914641071807,0.1074994120153753,0.0072708428526682915,0.005784205513340189,0.005218596126837743,0.01865957611495764,0.016751948249231603,0.014469458955395592,0.03071735210414706,0.039425485059302406,0.03412246812079586,0.0549391861471378,0.058601040750637164,0.06036722335115013,0.01444423585143899,0.015733154868478802,0.01585535780167261,0.09006147669128506,0.10487038662375509,0.09881613521346704,0.5949979646664157,0.574796658696354,0.5582315574069544
F03,0.07183685401010144,0.050693816640903736,0.043319649896388666,0.0060185542190110295,0.006506962852010681,0.008858280706830243,0.023973129163818562,0.015454604725573784,0.024612866532594077,0.010401919485644829,0.013347680335333834,0.020035144497716397,0.037760482848599154,0.039427925841073845,0.03608027284419294,0.022736535468304446,0.011087551281832418,0.014261289803761965,0.08010854223025371,0.0665572632816838,0.0805880112241002,0.5802091420747383,0.580686714270028,0.5501893794666717
F04,0.009124047451995116,0.008750467934695416,0.011312994026648331,0.009263495535674572,0.011929789696015623,0.012584917735478747,0.03891300010792814,0.042300348925835965,0.04681767712224641,0.0016901131463899876,0.003283970792374601,0.003277910170911019,0.0343477994181991,0.03570972806700286,0.047316362583536865,0.02160844815459147,0.023298505991445614,0.02492031889684073,0.048682540117143853,0.05026077276906624,0.08811833570641583,0.21521951258395336,0.24673006861898356,0.27126383631859324
F05,0.023760225455976242,0.021013387388809805,0.025137761825240156,0.0025032011259588575,0.0031772698848485013,0.003299845426495291,0.007025920123210402,0.008884616717678439,0.003729142219242444,0.00783267490423747,0.017730766946201768,0.016879795484222138,0.07883757733881638,0.0782885433966646,0.07957668763793466,0.012011127377280485,0.009837489624448909,0.0071306449018809824,0.02212061176750023,0.02568982063529856,0.01983947447298513,0.09810857395066491,0.10636024392762147,0.09589722063038238
F06,0.00944926387406765,0.011560571758899673,0.011874920495807588,0.06266603698370064,0.06445707378555043,0.06473030119448338,0.02208275144803587,0.023569951803026186,0.021756996677456144,0.009577307829543262,0.008614571039874718,0.006601480380859654,0.011005557137136239,0.012911555549641893,0.014903282647091502,0.12879691963363146,0.12559594154836456,0.13421857574861118,0.20367510299354225,0.20016165930067328,0.1922032039826812,0.011099437020873085,0.01198988496855851,0.012279644772590085
F07,0.012651062719693252,0.013407354023474406,0.010190392594942645,0.053203000951454305,0.04396082062297593,0.045721771314542456,0.01090837337031235,0.011147887564002555,0.009148500253404133,0.11653148411762577,0.11527785319844773,0.1315273471877793,0.11838499545876045,0.1155149743985504,0.1273523906062202,0.11684818470851911,0.08394246632523489,0.08164291866061424,0.2972724387218987,0.24403330136367826,0.2767265089804827,0.02442907549357519,0.028226050958649974,0.03745589275747788
F08,0.020092906643357434,0.02498361273597278,0.026537571971686987,0.8097573533498992,0.7950867426369479,0.826348248179886,0.26104219336143825,0.26451907773437483,0.2589483947274438,0.4013087343119742,0.44614738566655515,0.44087651482758267,0.19729089051404403,0.17208069083391897,0.1983306995666464,0.6630354632874906,0.6055629081138599,0.666556619886132,0.904726395991649,0.866458265853796,0.6250320746293356,0.26007209326073,0.27924255261963254,0.2734959871271834
F09,0.17325185380555636,0.16311436960601808,0.20248250639586926,0.09724984539297608,0.09174295232367506,0.0982743820747527,0.12799623232676716,0.10839536808647456,0.09598215262397376,0.014718068649812809,0.019030532711276034,0.024855883356108995,0.12789076522657794,0.12467234620078842,0.12918114623636712,0.09424461770685004,0.10794254877108869,0.11389053967317742,0.5776464210821525,0.6015763537300209,0.594248956131069,0.7927013499264701,0.8508442576874731,0.7188772390598468
F10,0.041279461431737545,0.04164957484790531,0.04644341040200449,0.22405370254026358,0.23880474950733402,0.29261455402839565,0.0157814923954269,0.011347122462278578,0.011839608386130261,0.14151744446324874,0.14486257309988082,0.1420892351651649,0.1336219811595832,0.12944577972229715,0.12820652705935942,0.11738970951215509,0.1330418043747123,0.11765928268129254,0.4130763573609721,0.37933724447360073,0.3557503789943929,0.1372892738312623,0.15606188983268898,0.16840310954407933
F11,0.6686392077382596,0.6336509601892621,0.6609043726478939,0.33099846378391595,0.3349500811849703,0.35109007574955725,0.4041287419176541,0.43195979294132597,0.39722995108598647,0.011490043406506126,0.011644385233246804,0.01112422740553307,0.6331557866460706,0.6041282866684972,0.6501538229368063,0.6478588285432133,0.6447928166375103,0.5769641715231436,0.8450450706253505,0.8164915813803667,0.8224621468474353,0.6289311814494003,0.618556625001434,0.5910276845304997
F12,0.17033138155513067,0.14888059834523013,0.17568274378879503,0.9888862332637252,1.0010561253275536,0.9906702610462604,0.018546197059339763,0.02169112037858602,0.02705894441147701,1.0123255265661415,1.0774211003802316,1.0810230526551226,0.18356329936141821,0.180377574509109,0.20280254495165861,1.1571344897147435,1.1469332227132347,1.1097272930781121,1.0619179271917938,1.0178937434351572,1.0274715343032952,0.16171496766986884,0.18666756257569475,0.16984133860561418
F13,0.8570474419220414,0.865153317052177,0.8779081102723931,0.8213492800593628,0.8203496162281205,0.8624711937665445,0.7786284840893208,0.8161958776909535,0.7952245655503456,0.9225269073768994,0.8451398044427402,0.9374366488415138,0.885857682536604,0.8187401643379608,0.9979852952679642,0.5117141312774081,0.7550768905923853,0.6948221924469955,1.0117099908271157,0.994438327357644,0.9992216832320105,0.9264728571765874,0.957383137134719,0.9094031751583965
F14,1.0137499529751854,1.0728728261727654,1.0141577579509333,0.9558471435261863,0.9406629514690426,0.908544397894405,1.0198533267486267,1.0253832541413224,1.013079696844466,0.8502950152858209,0.844963678378519,0.8505479977128783,1.0470351876475,1.064219539839194,1.0263331590124536,0.31383882337613217,0.4987525737778287,0.5220905657752234,0.9186411015754128,0.9332504665274617,0.894198864674236,1.0437503423170822,1.0121554096243575,1.0044179923880499
F15,0.7651802782347779,0.6926659926709331,0.730397406091637,0.9431625605803228,0.9225038522352778,0.9490859770802661,0.4263335938871246,0.4153931794811883,0.4283403440049742,1.0249127805233282,0.919188552506508,0.9755099119190381,0.30392950859772716,0.26163496070573633,0.23868918484677717,0.8672010375216945,0.9163623787925977,1.0508154511031087,1.0400347219757453,1.004841388399056,0.9930283610028242,0.8512851406034769,0.8034509432447093,0.8097551367909129
F16,0.018220034195006098,0.01946679637264664,0.01780205581415556,0.9008730486499882,0.9250699985882207,0.8779248177039325,0.01712459813120791,0.01729868587705883,0.016793021707356928,0.7736038596109203,0.7938425308773992,0.9179326026926033,0.014528189392475674,0.015197723267260262,0.016685781517181773,0.5999558661114774,0.8670163325393724,0.7958041109830453,0.9898827851630708,0.9997902344714448,1.0028746121061503,0.012288934156098039,0.011463811557554235,0.011856541592295156
F17,1.0258016677311919,0.9971968228825796,0.9892164826639069,0.9553097603267983,0.987783867545057,0.9762448498142297,0.95673825899919,0.9963505594297513,1.0599628561897223,0.9180699154505322,0.9586140375658103,0.9776246926744646,0.9277663317319453,0.9702739228097848,1.061564674096537,0.8483977950825718,0.9946129344170767,0.9598297540134869,0.929319664034237,0.9723958680772987,0.9747173980997059,1.071159501251786,0.9967247423305544,1.0023258034679983
F18,1.0055519089196667,1.023857513566923,1.0097017686559633,0.11919517159180286,0.054806474310985814,0.0725857303268144,1.0010738304786886,1.0176432100117851,1.039137396942825,0.02106507957859456,0.01984873860455606,0.0172763168758646,0.9056228518820176,0.9838702702637317,0.989064195008665,0.16043288895363697,0.16077334840225363,0.1590114043346639,0.08920728634170927,0.09289274518927308,0.052479787973100385,1.06272311751873,1.0651667292164129,1.0274079391485238
F19,0.19343182059730046,0.1988164499099783,0.20419394168890997,0.9739571637667682,1.0310498392810536,0.9632925579831793,0.2031382014375156,0.19134658631521012,0.1858089762850245,0.8233758744461416,0.6895870480777974,0.6940830597307122,0.22329432134436786,0.20420558091037858,0.23426897491485144,0.8922934739674014,1.0037080966784626,1.026702571348813,0.8993764669600953,0.9190959052162112,0.9389924484886066,0.4522692988180693,0.4241913465021035,0.43323111212590504
F20,0.273471035695072,0.30372723036138566,0.28549368851806156,0.844765701367398,0.9718989493234653,0.8847107317177947,0.2213747864603604,0.20996114919483616,0.23230557928154533,0.8311426712841891,0.7398610069155755,0.8052171915883222,0.13063094613550408,0.1335958091763627,0.14658552114233606,0.267942183533709,0.2247203350889003,0.21865993047580343,1.0014462982887686,0.9643830034103412,0.9990604591095479,0.678578948871732,0.7122558716184214,0.6898705398495514
F21,0.0016072879025753918,0.004551224788836642,0.0018458588037876063,0.8525395238855626,0.8849326358469443,0.834605832387251,0.03279707220392531,0.035120942533308136,0.033036837673341174,0.7628952663688741,0.7012069094286842,0.7462148085119238,0.003231925613135947,0.0009936665704983192,0.0008464108537676769,0.8981655330262345,1.004226844731879,0.8429414924721759,0.9739071383203582,0.9584995712749644,0.962227427684396,0.0078006325989485835,0.00971924723975345,0.011928935672573757
F22,0.0038232179153172004,0.001530468995467009,0.0024710159744108597,1.0232058225327125,1.0292250559012421,1.0735004390322296,0.04336530840738403,0.04157985993323314,0.040510260415558635,1.0651529206781027,1.0003514558984954,1.0706438048338875,0.002131197324604139,0.0017338979803392387,0.000962932171742302,1.0417886342139355,1.0528459828847756,1.1040991509105542,1.0053607458464275,1.0164591257436932,1.027581986188297,0.012463089386983853,0.014880830442114718,0.016513894090218424
G02,0.9372168874897137,0.6345657948014047,0.8669061156390323,0.025065726722802422,0.027652266416737792,0.02800013767471037,1.0495128516249725,0.7644434545213249,0.8577685378438212,0.12351683079121344,0.12538615161842495,0.13549977058405197,0.8860786476508026,0.8941328952923089,0.8754145627652752,0.10350201103316575,0.06535234234728222,0.06645661159174616,0.25991048409640893,0.26235008682507643,0.27322678755973295,0.5822854782254935,0.6264600176013347,0.6043160201549717
G03,0.015749252793685126,0.010614363239559645,0.018465980072260205,0.0029724653282414137,0.003987330585219786,0.004210672326166916,0.02325142786748169,0.010707717439904367,0.01217124416072838,0.04715733710471741,0.05448537827212687,0.05755568078689069,0.14348108161725442,0.13554857743516174,0.13466848886541388,0.002327755947556248,0.0045961260983907945,0.0031125174457381864,0.028502983243739684,0.35423726665221417,0.019799391127621493,0.005934804469992311,0.007605939876856212,0.00794484812124147
G04,0.02899606595027231,0.025844256053865332,0.02781598597668962,0.012204997683413472,0.004570545665434094,0.005567855128939353,0.004120892598419016,0.004093582154113158,0.004104256751873523,0.05036037411602101,0.06560138531271055,0.05766141982466201,0.10110915290712001,0.10680954408493415,0.09918417520892764,0.011036382730735716,0.008642496762544848,0.008784022218251752,0.1055607329789249,0.08705013550853145,0.0803225704036921,0.2324583442004225,0.2662562420003245,0.25231508799500457
G05,0.0949912559541638,0.10240871135241404,0.10840112252991704,0.10765829053656588,0.043585845528457776,0.03553311814327538,0.08695519455954963,0.10023832068147602,0.09901123352062154,0.20874487518134724,0.22684814127285,0.1808257703887094,0.08977801915244484,0.09035654539494455,0.09885392345689523,0.13433032109203877,0.07310382599896958,0.06850746539323564,0.3339884266841358,0.3272078030158273,0.3348464690167511,0.708590291304817,0.7477584520003081,0.7187863442701637
G06,0.01308636346162662,0.018185457480970658,0.016538034135200438,0.07611919487670438,0.098042390791315,0.09680198727751106,0.014649882205702312,0.011344805777414903,0.01266130466841477,0.16462928740864086,0.06444876284179564,0.07764369480349274,0.015540145567645913,0.02311252057853349,0.017922880914045872,0.2512642919080646,0.21974982560892517,0.22958325021605538,0.3696341133496284,0.36420127802846824,0.14663467549128026,0.06106000752780551,0.05853345154962216,0.06508066941312188
G07,0.0006618244304722201,0.0039059459691262277,0.0035195251939123167,0.011552706680827161,0.010196603285857274,0.007861950565980217,0.0016636196045469362,0.0016865465807551663,0.0015060911292258477,0.12295345974241677,0.11723084601183548,0.13957312669819727,0.005214563202222165,0.010340675278301606,0.010925201282218947,0.029937206867147268,0.025511170193809905,0.025544627512210438,0.2546189207951125,0.2599024057696053,0.26485738504780515,0.0010068877669174988,0.0074912198183817585,0.0012990715516659889
G08,0.0038527636488204244,0.00047273173605158584,0.0039362966409944855,0.3011134900335666,0.3636185014837993,0.33307280378429477,0.0020953321624765475,0.002281934590719559,0.002441853219333913,0.03444741364497012,0.042582377552175754,0.03564126520878396,0.0026422497442796216,0.000470904275412924,0.00040829069818308644,0.2126348076978019,0.23851506835650246,0.2046598097761378,0.5849634329685927,0.6313225933779433,0.5952608379162488,0.0072714035963538275,0.016096863061943915,0.009370207124060127
G09,0.011319977806343282,0.014660171181334563,0.019332022648336385,0.4564571427560386,0.32516924226918,0.23408323781934642,0.0017900808588899536,0.0014757282581607705,0.0013814636725297397,0.1408223172820722,0.050646275960878354,0.029950582448727295,0.010860381989643461,0.00992366135203233,0.016906307931405375,0.4869562606509772,0.46150624326734807,0.39275254992908154,0.8631692073223978,0.43064440505943746,0.5420096682301504,0.006620435014887434,0.01240041889209923,0.012541872218932569
G10,0.014646251079001072,0.01399347565338963,0.02185318271987608,0.6954295937330917,0.775667469469125,0.7884478496219509,0.0015894871451044778,0.001790797399620527,0.001757458372392574,0.23846269800537118,0.2457136951391595,0.2443629162895279,0.006145392089087616,0.011947343146516739,0.013495140811878368,0.392867130263983,0.3661017578510205,0.35997946916524887,0.6499662932274006,0.6246368750422878,0.6189990857816039,0.014263820657793486,0.025430978676818844,0.033938344834607684
G11,0.005217852860331881,0.004269703552229152,0.008818741347284415,1.0138391163953628,0.9882847884728484,0.9497844950844693,0.0031833350231173355,0.0038456968736999674,0.0034473221920008185,0.9985819989644488,0.8892604982520363,0.9335963992424553,0.0044299769271692905,0.00789151226970489,0.00855750061048166,1.0488091547870142,0.9231644764102194,1.0237756044570878,0.8454433772980521,0.837413505936543,0.8247629308713083,0.0030240449557211533,0.0030048461030415564,0.0029882667581666556
G12,0.00234002209345535,0.0016131970492760366,0.003766297761263601,0.6149831223634914,0.6186273274038607,0.581864048293804,0.04310802516578961,0.03718974211656962,0.038566917023009156,0.6619496240488043,0.7589539640546767,0.7501704097885511,0.0014076943082059522,0.006345916052500629,0.005738441867614338,0.7341682313056944,0.8159345178526348,0.716759356676728,0.3125792458449065,0.31207516901597115,0.29566900725833034,0.011582168267648813,0.011718653973165339,0.014074213584829603
G13,0.9624628915111318,1.0017460394262039,1.0024373985218098,0.9691750725558244,0.9467069202635089,0.8621443974803457,1.1022101284562897,0.9534733559728603,1.0158806461254666,0.905671209062096,0.837729133082351,0.761446036270893,0.949440127281161,0.895546932362095,0.9720363286147852,0.7608788082042464,0.6939494262342863,0.7188799249402671,0.8921777639863389,0.9325739801363648,0.890927172951555,0.9971037936794332,0.9889803189545397,0.9304827225781853
G14,1.037543275677656,1.0515292997150374,1.0490766697087217,0.9668049463272205,1.1285867465268147,0.8976719554336577,0.4117185975446893,0.3924023988940808,0.3932080751953188,0.9361000606694803,0.9381120719129408,0.8813781367030671,1.014618431183819,1.037602620504626,1.0504834907164526,0.9160465748096602,0.9894287580106413,0.9238737398256276,0.9456557586975924,0.901526420608032,0.9300948365588868,0.7419241097446072,0.7581578253010173,0.7453067090122242
G15,0.860861539827808,0.8888627213299277,0.9129127502331602,0.876516730229388,0.7999436436237521,0.7953808875821694,0.5737895968175372,0.4669927014498145,0.49969273145815785,0.8911280580363047,0.9650794247334182,0.9072745883172438,0.8142500410357919,0.8311098134656488,0.9249480226157137,0.9535479717062099,0.9798743219949567,0.9188230831272868,0.889498461477097,0.888114161482086,0.8929081809535269,0.9310211831094306,0.9689215167302817,0.9112564636135287
G16,1.022237957690207,0.9781977829445125,1.0007966733523939,0.7309791743098665,0.6967734877185139,0.6425222819960218,1.0897907611332236,1.0253183869651394,1.1379310604966721,0.02089016195457302,0.020604520070010904,0.02198170405668848,0.9361758156433283,0.9703966984835087,1.0716744655154318,0.016180332202105636,0.017736557648021185,0.01615710696576797,0.7226426695628688,0.8409592277105679,0.849379449370631,1.0016284480274957,1.0008792473053079,0.934472440780206
